s2cell id,total image pixel count,20200105,20200117,20200129,20200210,20200222,20200305,20200317,20200329,20200410,20200422,20200504,20200516,20200528,20200609,20200621,20200703,20200715,20200727,20200808,20200820,20200901,20200913,20200925,20201007,20201019,20201031,20201112,20201124,20201206,20210111,20210123,20210204,20210216,20210228,20210312,20210324,20210405,20210417,20210429,20210511,20210523,20210604,20210616,20210628,20210710,20210722,20210803,20210815,20210827,20210908,20210920,20211002,20211014,20211026,20211119,20211201,20211213,20211225,20220106,20220130,20220211,20220223,20220307,20220319,20220331,20220412,20220424,20220506,20220518,20220530
0000000000000000639c,3260,26,39,63,52,46,34,46,38,54,73,106,44,71,61,15,30,34,37,31,46,47,40,36,20,11,20,24,55,20,34,41,53,45,41,25,39,52,41,39,143,33,44,68,22,49,66,49,44,16,23,44,61,20,36,21,31,45,48,47,35,24,16,26,36,44,39,36,25,22,29
0000000000000000639d,3257,33,24,27,26,20,24,19,27,21,16,35,21,18,10,40,22,24,9,23,14,8,12,14,3,12,11,28,13,4,3,32,26,26,26,13,8,15,22,16,69,26,23,80,46,35,20,15,25,18,12,5,6,10,23,16,14,39,30,14,13,16,20,12,27,15,11,9,7,8,7
0000000000000000639e,3259,0,0,1,0,0,0,0,3,2,0,1,0,0,1,0,0,1,0,0,2,0,2,0,1,0,0,0,0,0,17,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0000000000000000639f,3259,4,0,5,0,0,2,6,5,0,1,5,2,0,0,2,0,0,1,0,1,1,3,0,0,0,0,1,0,0,0,4,1,7,0,0,1,2,1,0,14,10,4,6,3,4,1,1,0,2,4,4,2,3,3,0,1,2,2,2,0,2,2,0,13,5,5,0,4,0,0
000000000000000063a0,3256,1,5,4,15,6,8,17,8,4,5,18,15,5,1,6,4,4,12,8,5,1,7,16,14,3,4,1,1,3,2,4,12,6,28,5,2,6,7,15,21,8,6,27,17,6,15,13,7,13,7,1,3,2,9,12,15,4,12,3,4,6,10,14,12,3,8,4,4,6,0
000000000000000063a1,3257,22,30,46,45,47,37,45,40,32,33,50,26,41,60,18,22,51,20,39,68,54,47,44,27,16,20,8,30,3,34,69,53,40,26,29,33,48,39,40,100,39,44,163,75,49,32,29,33,42,28,27,54,44,25,30,50,22,19,43,22,30,39,30,17,14,24,18,23,10,14
000000000000000063a2,3260,34,33,35,36,34,19,21,24,13,30,66,12,36,21,11,29,21,26,22,16,27,22,25,18,28,9,3,22,27,18,60,40,42,49,48,21,44,24,45,173,61,18,105,44,38,17,27,28,20,26,44,40,32,54,39,33,30,39,55,39,32,41,23,35,30,36,29,13,14,15
000000000000000063a3,3259,183,76,94,108,67,82,110,119,53,57,180,50,73,80,47,77,150,85,86,68,89,62,45,60,79,77,45,45,59,40,105,97,96,144,94,90,129,101,118,433,148,104,255,117,136,163,144,109,81,82,132,120,156,141,124,121,104,135,173,99,72,58,86,49,30,69,55,63,37,52
000000000000000063a4,3254,76,62,63,47,47,84,50,36,50,48,47,52,46,52,27,34,32,44,46,36,38,35,22,20,27,13,31,31,13,14,30,71,39,49,72,44,53,61,62,178,103,44,180,80,80,40,49,48,37,46,53,47,44,35,54,62,32,52,42,42,43,50,25,49,26,66,40,29,52,34
000000000000000063a5,3261,90,48,40,36,45,56,54,43,42,44,39,40,55,85,28,33,48,69,36,41,59,27,38,42,37,22,23,43,35,22,53,77,48,53,61,38,34,35,36,155,80,60,158,86,62,71,62,72,81,77,46,72,105,80,40,54,38,60,80,51,31,48,55,58,45,46,49,43,25,10
000000000000000063a6,3260,104,117,88,99,87,98,71,120,113,87,185,93,103,115,105,77,83,98,69,64,77,74,77,42,65,81,59,79,55,63,142,197,97,104,100,77,110,99,78,370,108,111,215,121,106,69,120,81,74,107,83,139,95,93,81,93,84,137,150,148,127,104,123,47,63,73,81,77,55,28
000000000000000063a7,3261,36,47,35,34,43,43,42,42,50,32,155,96,39,31,13,28,27,11,16,31,27,37,27,26,18,42,50,41,16,44,34,79,53,36,52,39,41,72,48,183,51,44,82,44,68,84,66,29,27,31,36,31,30,32,35,45,26,46,44,27,66,43,39,16,24,41,48,10,38,23
000000000000000063a8,3260,59,38,40,44,61,62,56,71,52,47,178,85,50,55,40,62,46,75,46,40,47,36,29,27,27,16,35,32,24,19,31,98,74,61,67,63,65,52,56,125,44,40,159,81,97,72,86,47,46,43,32,43,76,46,43,60,30,31,22,38,30,18,30,32,29,33,31,24,23,33
000000000000000063a9,3259,5,12,22,22,14,14,5,8,4,4,21,3,5,4,2,0,2,3,18,5,5,6,14,7,22,3,6,4,3,15,17,26,20,13,63,22,18,42,18,75,34,20,52,18,25,11,3,29,9,12,19,16,13,31,12,9,8,8,11,8,11,10,7,37,8,26,28,3,20,7
000000000000000063aa,3257,2,7,8,2,7,11,5,2,4,6,17,13,6,6,11,2,3,5,4,1,1,2,1,0,3,0,3,4,1,2,2,9,3,1,5,2,2,7,0,14,32,21,22,14,10,2,2,3,1,2,2,3,9,20,1,5,7,2,2,1,3,0,0,0,1,7,8,1,3,5
000000000000000063ab,3260,18,4,1,16,5,1,6,3,7,1,13,1,2,6,5,3,4,4,0,2,2,4,0,0,0,0,1,5,0,2,3,12,15,4,10,8,10,9,2,6,0,9,11,6,5,3,3,10,5,1,9,4,7,1,6,6,13,3,2,3,10,12,1,7,2,1,0,2,3,1
000000000000000063ac,3261,15,11,8,6,15,2,12,3,6,1,23,0,2,6,2,0,2,8,3,0,7,8,0,10,8,4,2,4,1,4,5,35,18,6,3,5,7,15,8,31,13,12,59,21,8,14,15,11,4,3,5,4,1,4,6,12,5,8,9,0,7,4,4,0,3,1,2,1,0,6
000000000000000063ad,3261,6,5,1,1,0,0,1,1,0,3,0,1,1,4,5,2,2,0,3,0,0,1,1,1,1,2,3,5,1,9,9,2,0,0,1,0,33,18,7,4,3,3,5,3,2,1,7,4,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
000000000000000063ae,3262,2,3,0,2,2,9,10,2,10,6,5,6,3,3,1,0,1,3,0,1,2,0,0,1,0,0,1,1,0,0,4,2,0,2,1,1,2,1,2,13,15,2,18,3,3,4,4,1,1,5,2,0,0,0,0,3,0,3,3,7,1,1,5,1,0,0,3,1,3,0
000000000000000063af,3259,2,3,2,1,0,1,2,2,3,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,2,19,15,8,5,1,2,0,0,9,0,0,16,10,3,1,1,1,1,1,1,0,0,0,1,0,0,5,7,0,0,1,0,0,0,0,2,1,0,0
000000000000000063b0,3264,0,2,0,0,1,0,1,2,2,0,1,0,0,3,0,0,2,5,3,0,0,0,0,0,0,0,0,1,0,0,1,1,7,1,2,0,0,12,0,13,7,11,0,5,4,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
000000000000000063b1,3260,1,3,2,0,5,3,3,0,0,0,0,1,0,1,0,5,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,3,1,0,2,0,9,8,5,9,7,0,4,4,0,0,0,0,0,0,0,0,0,14,1,7,1,0,1,0,0,8,0,0,0,0,1,0,0,0
000000000000000063b2,3258,5,1,2,6,14,6,8,5,4,5,8,0,3,5,2,4,0,6,1,2,1,3,11,16,5,0,12,11,5,1,5,10,4,6,3,5,1,2,2,14,2,2,8,10,5,4,3,6,4,8,3,2,1,0,0,2,10,4,2,1,0,7,2,0,2,4,3,1,1,4
000000000000000063b3,3260,8,4,7,0,7,4,13,37,11,3,5,2,3,3,18,1,2,2,1,11,3,0,15,1,8,5,1,2,2,1,4,6,3,1,8,0,4,6,3,12,7,6,26,6,6,7,7,3,3,7,0,0,0,10,3,14,6,1,5,4,0,0,2,1,0,0,7,2,3,2
000000000000000063b4,3261,0,4,6,3,3,3,2,3,5,4,4,2,3,1,0,0,1,1,1,0,0,0,0,0,1,0,1,2,0,0,1,13,5,1,2,1,12,6,2,12,5,1,10,5,9,2,9,3,3,3,4,2,1,2,4,2,6,0,4,0,1,1,0,0,0,2,2,0,0,1
000000000000000063b5,3260,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,18,15,8,4,3,31,20,3,1,5,22,22,4,14,2,8,12,8,5,1,22,3,0,3,4,1,0,1,0,0,0,1,2,0,3,0,0,0,0,0,0,0,1,0
000000000000000063b6,3256,2,4,4,1,7,7,0,2,3,5,3,1,2,3,0,2,3,4,2,1,2,1,6,0,0,0,0,1,0,1,1,1,0,1,2,5,4,4,2,14,4,2,9,3,6,1,7,8,8,8,4,0,3,2,1,2,0,1,4,2,3,2,1,0,1,1,4,3,3,4
000000000000000063b7,3257,29,10,41,43,24,48,34,29,12,16,22,14,20,20,13,21,32,10,25,4,10,23,7,6,18,3,22,15,18,20,21,29,13,23,26,19,21,22,12,42,16,12,57,22,18,11,16,22,7,21,15,18,24,29,16,18,14,10,35,21,11,8,16,18,16,26,42,43,6,5
000000000000000063b8,3262,107,50,50,49,80,49,51,60,35,55,72,27,35,33,14,25,43,27,20,9,29,20,16,20,26,37,35,11,25,46,38,126,67,35,58,48,61,86,87,252,105,113,258,82,82,65,94,54,35,56,47,42,38,83,49,61,36,63,104,96,52,63,60,33,26,38,29,18,5,17
000000000000000063b9,3256,22,4,2,5,12,3,5,10,5,7,37,1,11,5,3,5,9,6,1,3,0,0,0,1,2,7,4,5,3,2,16,15,19,7,6,2,4,13,11,93,36,21,53,19,7,19,31,10,8,2,2,7,5,10,15,27,7,31,35,14,13,2,19,8,4,5,14,13,2,7
000000000000000063ba,3259,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,24,15,6,11,4,19,19,5,9,7,2,16,0,1,8,14,6,2,2,6,2,2,0,2,1,2,4,0,2,1,1,0,0,13,12,1,0,1,0
000000000000000063bb,3258,0,10,2,3,3,6,3,3,3,4,0,0,3,4,0,0,0,3,1,0,5,0,0,1,1,0,0,1,0,4,2,27,8,5,16,5,8,28,17,22,3,8,15,3,6,3,9,8,2,5,5,7,4,2,1,9,3,1,9,6,4,4,6,0,0,7,11,3,1,1
000000000000000063bc,3259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,4,2,0,1,2,1,0,2,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0
000000000000000063bd,3257,0,0,0,1,0,3,0,1,2,1,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,3,14,2,3,2,2,3,2,6,22,4,0,18,12,6,1,5,3,0,0,0,5,0,3,6,2,0,7,7,1,3,0,4,0,0,0,0,0,0,1
000000000000000063be,3260,9,12,5,6,25,12,6,7,6,3,34,6,12,8,10,4,19,7,4,7,9,4,13,25,29,4,10,3,5,11,17,31,31,11,5,10,20,16,12,93,48,4,45,39,39,14,11,11,7,11,10,8,7,18,9,9,16,6,22,10,9,10,14,11,8,6,9,21,9,2
000000000000000063bf,3259,0,4,1,0,1,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,3,0,1,1,3,1,0,0,2,1,0,0,0,1,1,1,8,1,1,10,3,3,2,0,3,1,0,0,0,1,0,1,5,1,3,3,0,0,0,0,0,0,0,0,2,0,0
000000000000000063c0,3257,6,3,2,5,9,3,6,5,1,2,6,1,2,2,0,0,5,1,1,0,3,3,2,4,1,0,0,1,0,8,14,32,13,12,33,17,47,29,18,58,31,17,31,16,15,8,16,8,4,4,3,4,5,9,16,19,8,12,26,18,12,5,19,12,13,16,18,12,2,4
000000000000000063c1,3260,1,0,2,0,2,1,4,3,1,0,1,0,1,0,0,0,0,1,1,2,0,0,0,2,1,0,0,0,0,0,1,5,1,1,2,4,0,1,1,3,0,2,0,3,2,2,5,4,0,0,0,2,1,0,1,1,0,2,2,0,17,2,0,0,0,1,1,0,2,0
000000000000000063c2,3261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,9,5,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
000000000000000063c3,3261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000000000000000063c4,3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000000000000000063c5,3259,1,1,8,2,1,7,11,7,2,5,15,4,4,1,1,1,2,4,5,6,12,7,2,4,5,3,8,4,1,4,7,16,8,3,8,11,19,14,7,27,38,30,19,20,16,6,10,3,12,10,6,1,2,5,7,7,3,3,3,18,9,7,7,4,2,4,1,2,2,6
000000000000000063c6,3262,6,9,0,2,3,5,6,2,1,6,5,0,0,4,1,1,0,10,3,4,6,3,1,1,5,0,0,5,1,2,6,0,0,1,2,1,0,1,0,1,8,7,8,6,9,3,1,4,3,4,1,4,1,2,0,0,1,0,8,3,0,0,3,3,1,0,6,3,2,0
000000000000000063c7,3259,2,0,1,3,1,1,11,2,5,2,8,6,9,10,7,1,3,0,4,0,0,0,0,3,1,2,0,1,0,0,1,5,1,0,1,1,4,2,0,2,7,1,14,5,4,2,1,0,0,1,1,0,4,3,0,2,2,3,1,2,5,0,0,0,0,0,1,1,0,0
000000000000000063c8,3255,1,0,0,0,1,0,3,1,1,1,6,0,1,1,0,0,0,0,0,2,0,0,2,0,3,0,2,1,1,3,2,8,3,1,4,2,4,6,3,14,9,0,13,1,5,18,6,3,1,2,0,5,4,3,3,0,3,2,6,1,1,1,5,4,1,1,2,0,0,0
000000000000000063c9,3258,72,45,37,43,37,41,69,42,18,28,80,47,38,32,17,35,35,29,21,19,23,36,19,14,38,25,17,12,9,11,42,81,49,47,57,47,52,43,66,232,79,79,135,60,59,43,54,54,42,47,44,54,52,45,32,56,5,20,50,39,31,31,28,50,43,35,65,27,29,11
000000000000000063ca,3255,25,18,16,16,16,18,40,25,20,3,28,15,15,16,10,7,6,0,10,10,4,11,6,10,11,9,5,15,6,14,42,32,23,21,34,23,29,35,22,129,49,24,44,25,29,30,34,20,4,18,17,8,6,17,38,22,11,32,57,45,60,57,36,52,49,49,70,27,34,20
000000000000000063cb,3259,19,6,7,4,6,20,20,23,4,4,11,12,3,2,5,21,2,4,16,4,0,2,3,13,16,1,2,2,4,2,17,23,13,8,14,13,7,5,3,68,28,13,15,7,7,9,12,20,0,2,11,23,7,12,12,12,5,23,16,17,10,20,6,7,16,32,30,19,23,17
000000000000000063cc,3260,20,23,17,11,24,65,31,29,18,24,28,15,11,14,6,14,8,20,24,12,24,20,6,1,22,7,9,10,2,3,19,31,27,18,47,12,38,40,30,83,33,18,88,92,56,18,87,69,15,23,51,39,14,68,23,24,15,19,29,23,15,18,26,46,9,46,46,5,27,11
000000000000000063cd,3259,96,33,29,40,21,40,41,60,18,37,61,25,22,27,10,11,43,23,19,21,12,14,10,8,22,14,15,11,20,14,59,93,47,19,55,39,33,27,39,336,97,55,120,51,58,88,67,34,32,24,42,47,28,53,27,47,42,88,96,58,52,50,59,52,23,55,77,36,47,28
000000000000000063ce,3258,54,45,27,51,29,30,47,76,39,41,81,33,39,40,31,14,65,37,16,12,8,22,4,6,23,6,22,13,12,5,33,88,53,41,51,48,51,54,76,351,126,44,126,48,53,64,43,40,35,37,34,34,38,63,30,59,37,69,140,71,39,23,74,46,35,43,49,15,12,16
000000000000000063cf,3257,126,101,107,110,100,54,76,131,40,51,208,72,70,83,45,61,127,38,36,60,32,34,26,48,74,31,42,38,30,31,114,165,133,110,132,79,107,95,84,547,220,141,159,70,66,115,87,29,26,33,30,71,44,78,71,91,44,135,155,124,87,34,196,67,111,84,156,95,84,84
000000000000000063d0,3257,73,17,10,25,25,29,46,93,37,21,137,66,54,40,35,27,65,6,30,12,4,12,19,19,9,14,8,4,6,5,60,72,32,36,64,34,35,74,20,415,89,50,78,27,51,142,85,33,30,17,16,36,25,34,39,75,19,90,60,40,40,31,41,26,28,20,133,50,100,64
000000000000000063d1,3260,93,75,87,61,81,69,59,118,31,39,175,59,47,27,34,13,40,28,16,12,18,23,7,12,14,17,7,7,7,2,22,13,5,5,10,7,16,15,30,74,28,15,70,16,22,17,13,4,7,4,9,5,5,24,20,23,2,14,17,10,9,4,23,15,3,3,12,17,8,4
000000000000000063d2,3257,158,103,78,104,121,107,133,179,105,104,227,60,160,95,84,63,322,185,98,90,75,93,126,107,96,85,89,114,54,29,83,114,73,39,64,59,89,65,73,302,141,184,169,78,81,122,54,59,40,36,81,32,44,22,47,41,14,35,102,69,48,11,52,20,25,32,25,19,21,15
000000000000000063d3,3257,11,15,9,14,11,8,19,17,12,8,13,2,11,7,8,13,18,13,6,4,4,7,3,2,6,3,5,2,3,4,18,53,27,16,34,33,37,33,20,133,42,38,62,9,21,26,28,11,15,12,21,18,13,24,20,32,15,28,34,40,19,14,28,8,8,11,20,17,20,8
000000000000000063d4,3255,14,7,5,4,7,8,1,15,0,4,27,3,12,1,3,0,4,3,1,3,0,2,0,1,0,0,0,0,0,1,10,24,10,5,6,4,9,1,3,38,30,5,17,4,1,1,6,5,2,0,5,1,0,16,0,3,0,7,18,19,9,0,4,0,0,3,0,0,1,1
