s2cell id,total image pixel count,20200105,20200117,20200129,20200210,20200222,20200305,20200317,20200329,20200410,20200422,20200504,20200516,20200528,20200609,20200621,20200703,20200715,20200727,20200808,20200820,20200901,20200913,20200925,20201007,20201019,20201031,20201112,20201124,20201206,20210111,20210123,20210204,20210216,20210228,20210312,20210324,20210405,20210417,20210429,20210511,20210523,20210604,20210616,20210628,20210710,20210722,20210803,20210815,20210827,20210908,20210920,20211002,20211014,20211026,20211119,20211201,20211213,20211225,20220106,20220130,20220211,20220223,20220307,20220319,20220331,20220412,20220424,20220506,20220518,20220530
000000000000000063d5,3259,20,12,8,20,11,6,14,19,8,13,23,12,5,5,11,9,20,4,9,4,3,0,2,4,1,1,0,5,11,9,30,36,19,19,17,18,22,12,17,105,64,55,35,12,20,39,15,26,4,5,19,14,16,17,9,16,8,14,37,24,8,5,21,22,16,26,11,4,5,3
000000000000000063d6,3260,18,3,8,18,6,6,8,12,10,16,90,8,10,6,7,4,10,10,5,5,2,18,8,4,6,5,8,3,1,5,32,33,30,22,20,24,25,18,12,143,167,93,94,36,48,53,34,41,18,15,21,16,12,33,20,27,13,11,27,21,19,14,25,23,9,21,10,8,5,8
000000000000000063d7,3258,54,34,45,42,58,32,37,90,44,51,247,46,59,68,35,24,48,15,15,18,9,16,7,12,17,9,14,17,13,27,130,89,64,76,51,30,38,43,61,565,361,216,165,37,139,124,51,56,64,62,91,44,22,77,26,57,11,45,71,77,38,29,24,31,19,14,21,21,9,11
000000000000000063d8,3254,5,1,1,3,0,1,0,2,0,1,2,0,0,0,0,0,6,5,2,2,6,5,1,0,2,0,1,0,1,1,0,2,2,1,3,1,9,5,0,29,30,13,8,4,4,5,1,1,0,0,2,0,0,2,1,2,0,0,2,0,1,0,1,0,2,0,0,1,0,0
000000000000000063d9,3252,0,0,2,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
000000000000000063da,3258,1,3,2,0,0,1,0,0,1,0,12,7,3,0,0,1,10,6,2,0,0,0,6,5,0,7,0,5,0,8,1,0,0,0,5,7,0,3,6,8,7,3,5,9,9,5,3,2,2,2,6,7,5,4,2,4,2,5,4,1,1,0,1,0,0,4,0,1,2,0
000000000000000063db,3256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
000000000000000063dc,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000000000000000063dd,3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000000000000000063de,3255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000000000000000063df,3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000000000000000063e0,3258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
000000000000000063e1,3254,25,20,9,4,3,4,7,9,5,4,39,22,6,10,5,14,9,8,6,5,5,17,11,5,17,9,21,2,2,9,27,51,22,9,7,7,10,9,19,49,23,17,28,23,10,12,10,3,3,1,2,2,2,14,14,5,16,7,14,7,10,8,4,7,5,2,2,1,2,1
000000000000000063e2,3253,7,3,8,9,3,1,5,9,2,1,7,3,6,6,4,12,21,6,6,4,5,0,1,3,11,11,8,1,1,1,13,14,5,9,10,6,8,10,2,64,17,3,35,16,12,8,17,14,3,8,4,3,1,9,2,5,1,9,13,7,5,4,2,11,3,2,11,3,1,1
